,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1719250,0.000252525252525767,0.0002525252525257671,0.10045093056305551,0.00025252528943346854,0.0002525252525257671,0.0002525252525257671,0.00025252527911807384,0.0002525252525257671,0.0002525253016691352,0.07801469277666118,0.00025252530736436993,0.0002525252525257671,0.0002525252525257671,0.8032048826478339,0.014794140232421267,0.00025252525349402224,0.00025252528848482655,0.00025252529278388944
1719251,0.00025839793368006653,0.000258397932816903,0.0002583979763298416,0.0002583979667199636,0.000258397932816903,0.000258397932816903,0.00025839797373796315,0.000258397932816903,0.00025839797388925147,0.00025839797926333535,0.00025839797064228606,0.000258397932816903,0.000258397932816903,0.7264613126424083,0.05705938664793271,0.0002583979328169028,0.04992924355535313,0.16293248585032502
1719252,0.00032113037893438803,0.00032113037893438814,0.00032113043467437954,0.00032113042448814573,0.00032113037893438814,0.00032113037893438814,0.0003211304324634173,0.00032113037893438814,0.00032113043046464574,0.29471649048180953,0.0003211304194083311,0.00032113037893438814,0.00032113037893438814,0.49070940544075076,0.00032113045713318323,0.0003211303829596666,0.0003211304339221662,0.20975714800938494
1721352,8.680555555615287e-05,8.6805555556153e-05,0.3834121478739343,0.18795450475283293,8.6805555556153e-05,8.6805555556153e-05,0.2335019052860832,8.6805555556153e-05,8.680556841985791e-05,0.1939161642393184,8.680556502006763e-05,8.6805555556153e-05,8.6805555556153e-05,8.680556625183175e-05,8.680556393822498e-05,8.680555555615272e-05,8.680556898086784e-05,8.680557077108782e-05
1724351,1.940466493051109e-05,1.9404664881490853e-05,0.014016930354239125,0.7781886525001886,1.9404664881490853e-05,1.9404664881490853e-05,1.940466804824073e-05,1.9404664881490853e-05,0.037588270517871766,1.9404667714041894e-05,0.08886453727337341,1.9404664881490853e-05,1.9404664881490853e-05,0.05136564174411298,1.9404667523269386e-05,1.9404665107177357e-05,1.9404667833151087e-05,0.029743111619768857
1733252,6.850253483761708e-05,6.850253459403308e-05,6.850254515405611e-05,6.850254626731071e-05,6.850253459403308e-05,6.850253459403308e-05,6.850254715030076e-05,6.850253459403308e-05,6.850254160695032e-05,0.3199400206764619,6.85025458007191e-05,6.850253459403308e-05,6.850253459403308e-05,0.6696384476822131,0.009393993546393245,6.850253463142531e-05,6.850254623629402e-05,6.850254568286822e-05
1733350,8.279516481559866e-05,8.279516476258909e-05,0.04691042252499782,0.3597050224174952,8.279516476258909e-05,8.279516476258909e-05,8.279517574141777e-05,8.279516476258909e-05,8.279518084053834e-05,8.279517849438743e-05,8.279517724165661e-05,8.279516476258909e-05,8.279516476258909e-05,0.5921426274967009,8.279517414124523e-05,8.279516480570371e-05,8.279517795869368e-05,8.279517819133386e-05
1734751,6.783340116693652e-05,6.783340116693657e-05,6.78334120024285e-05,6.783341092642899e-05,6.783340116693657e-05,6.783340116693657e-05,6.783340972601126e-05,6.783340116693657e-05,6.783341912889506e-05,6.78334114993743e-05,6.783341041701309e-05,6.783340116693657e-05,6.783340116693657e-05,0.608446209563694,6.783341098801082e-05,6.783340122495761e-05,6.783341074577791e-05,0.3904684559314786
1738751,0.0003019323671506486,0.0003019323671506488,0.0003019324083208455,0.00030193241791808467,0.0003019323671506488,0.0003019323671506488,0.00030193241486478124,0.0003019323671506488,0.0003019323950628403,0.00030193241632156206,0.0003019324207623423,0.0003019323671506488,0.0003019323671506488,0.3870376481496575,0.0003019324074051863,0.00030193236715064835,0.00030193241541526353,0.6081314336170663
1740350,0.0005727376861411727,0.0005727376861411729,0.19747790414722505,0.26539997808462534,0.0005727376861411729,0.0005727376861411729,0.0005727377828167174,0.0005727376861411729,0.0005727377474175684,0.0005727377572284557,0.0005727377774421686,0.0005727376861411729,0.0005727376861411729,0.0005727377746709007,0.0005727377598895607,0.0005727376861411722,0.0005727377651576163,0.5285310519143972
1743150,6.019020103538739e-05,6.019020103538741e-05,6.019021162363082e-05,0.7199886853337771,6.019020103538741e-05,6.019020103538741e-05,0.10859366354297277,6.019020103538741e-05,6.019020908988771e-05,0.0030546483117924704,0.04272090842482612,6.019020103538741e-05,6.019020103538741e-05,0.11156804984658707,6.019020722690885e-05,6.019020166125396e-05,0.013351762091642988,6.019021155214998e-05
1744450,6.20732464309222e-05,6.207324643092225e-05,0.3428505376859671,6.207325486867757e-05,6.207324643092225e-05,6.207324643092225e-05,0.031708560605056224,6.207324643092225e-05,6.20732545724971e-05,0.08604788734478144,6.207325466688467e-05,6.207324643092225e-05,6.207324643092225e-05,0.14951522504753367,6.207325291039757e-05,6.207324647949693e-05,0.38907083707197354,6.207325617357889e-05
1744452,9.432182607099647e-05,9.432182607099657e-05,0.21776814439177603,9.432184172572666e-05,9.432182607099657e-05,9.432182607099657e-05,9.432184420801368e-05,9.432182607099657e-05,9.432183554295963e-05,9.432183933895246e-05,9.432184278317308e-05,9.432182607099657e-05,9.432182607099657e-05,0.049926292844843546,9.432183529626195e-05,9.432182683644331e-05,0.6881100543120774,0.04287500280307445
1745951,4.189710072085605e-05,4.18971007208561e-05,4.18971070339169e-05,0.828968374978559,4.18971007208561e-05,4.18971007208561e-05,4.1897107354467305e-05,4.18971007208561e-05,4.189710546787437e-05,4.189710817949095e-05,4.189710659248817e-05,4.18971007208561e-05,4.18971007208561e-05,0.09762185617181306,0.0050212658356173666,4.189710077660711e-05,0.03461996261710218,0.033223878056457545
1747550,4.465880671678885e-05,4.465880671678887e-05,0.09414357390190266,4.465881417364341e-05,4.465880671678887e-05,4.465880671678887e-05,4.4658811835030304e-05,4.465880671678887e-05,4.465881131822591e-05,4.465881390268322e-05,0.19278992811310788,4.465880671678887e-05,4.465880671678887e-05,0.6350062481900026,4.465881254831202e-05,4.465880677471986e-05,4.465881329899538e-05,0.07743502646411786
1749252,1.0677600529628883e-05,1.0677600529628886e-05,1.0677602374076714e-05,1.0677602183044243e-05,1.0677600529628886e-05,1.0677600529628886e-05,1.0677601974039853e-05,1.0677600529628886e-05,1.0677602140659218e-05,1.067760198728504e-05,1.0677602218319523e-05,1.0677600529628886e-05,1.0677600529628886e-05,0.9998184807772335,1.0677601681731293e-05,1.0677600634133528e-05,1.0677601955385255e-05,1.0677601910513994e-05
1749550,4.3917435221899765e-05,4.391743522189979e-05,0.06295837942554083,0.035264008412731876,4.391743522189979e-05,4.391743522189979e-05,0.028667042024990885,4.391743522189979e-05,4.391744331836319e-05,0.02314194958381943,4.391744269558764e-05,4.391743522189979e-05,4.391743522189979e-05,0.07146526806350874,0.01508714621457566,4.391743540038335e-05,4.391744219158968e-05,0.7629331144646734
1749750,6.284565111885016e-05,6.284565108110788e-05,0.15707312483960542,0.09300528843403903,6.284565108110788e-05,6.284565108110788e-05,6.284566073470969e-05,6.284565108110788e-05,6.284565785339035e-05,0.033144958796544305,6.284566245419257e-05,6.284565108110788e-05,6.284565108110788e-05,0.2111528729596731,6.284565754082582e-05,6.284565113557139e-05,0.34937788545030823,0.1554917216725058
