,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1719250,0.7113095319444981,0.00022727273103520984,0.00022727273801307355,0.0002272727272731635,0.09974977285891021,0.00022727275006129678,0.0002272727272731635,0.00022727273208367478,0.0002272727335217282,0.00022727273406821785,0.0002272727272731635,0.05555018524347936,0.0002272727272731635,0.00022727273162454075,0.0002272727272731635,0.12975414625168794,0.0002272727272731635,0.0002272727272731635,0.0002272727272731635,0.00022727273283114097
1719251,0.6625245616330164,0.00023255814658711046,0.00023255814589288719,0.00023255813953513868,0.00023255814412031952,0.00023255813953513868,0.00023255813953513868,0.3332893918073957,0.00023255814556574647,0.0002325581402671456,0.00023255813953513868,0.00023255814501090046,0.00023255813953513868,0.00023255814553881495,0.00023255813953513868,0.0002325581455999921,0.00023255813953513868,0.00023255813953513868,0.00023255813953513868,0.0002325581451885208
1719252,0.5240927792238215,0.0002890173457922144,0.0002890173452900971,0.00028901734104092616,0.00028901734669340963,0.0002890173412464131,0.00028901734104092616,0.23083045386187856,0.000289017347106052,0.00028901734208003463,0.00028901734104092616,0.09409351572463225,0.00028901734104092616,0.0002890173469062839,0.00028901734104092616,0.14635897369894746,0.00028901734104092616,0.00028901734104092616,0.00028901734104092616,0.00028901734727809596
1721352,7.812500138750834e-05,0.13071196386788084,7.812500132544792e-05,7.812500000025774e-05,7.812500145894443e-05,7.812500001500312e-05,7.812500000025774e-05,7.812500151025578e-05,7.81250014714588e-05,7.81250003055396e-05,7.812500000025773e-05,7.812500209469481e-05,7.812500000025774e-05,0.13237599041728113,7.812500000025774e-05,0.3734458001852805,7.812500000025774e-05,7.812500000025774e-05,7.812500009513069e-05,0.3622162455198916
1724351,0.0032324578341672776,0.018233146022882212,1.7464198884962845e-05,1.7464198393338237e-05,0.9101063132961488,1.7464198408643042e-05,1.7464198393338237e-05,0.004844254623788332,1.7464198764110542e-05,1.746419851403822e-05,1.7464198393338237e-05,0.06332186524483636,1.7464198393338237e-05,1.7464198799431572e-05,1.7464198393338237e-05,1.746419883232676e-05,1.7464198393338237e-05,1.7464198393338237e-05,1.7464198393338237e-05,1.7464198826660693e-05
1733252,0.7405168098638234,0.003798387347181392,6.165228203214254e-05,6.165228113467573e-05,0.10575758970188784,6.165228114332383e-05,6.165228113467573e-05,0.04276424712719851,6.165228232728536e-05,6.165228144237797e-05,6.165228113467573e-05,0.04211029919202925,6.165228113467573e-05,6.165228261092701e-05,6.165228113467573e-05,6.165228268192452e-05,6.165228113467573e-05,6.165228113467573e-05,6.165228113467573e-05,0.06418953482656446
1733350,0.4779327957400286,7.451564943742651e-05,7.451565080367838e-05,7.45156482863425e-05,0.4289665923809122,7.451564830076472e-05,7.45156482863425e-05,7.451565007304298e-05,0.0169316789288386,7.451564869003524e-05,7.45156482863425e-05,0.03825998037267763,7.45156482863425e-05,7.451565038779184e-05,7.45156482863425e-05,0.036791217843239,7.45156482863425e-05,7.45156482863425e-05,7.45156482863425e-05,7.451565032070625e-05
1734751,0.7042370505720438,6.105006226817166e-05,6.105006218946897e-05,6.10500610502712e-05,6.105006246784899e-05,6.105006119330328e-05,6.10500610502712e-05,0.22957377434991466,6.105006255136229e-05,0.002087950972360754,6.10500610502712e-05,0.0631244231192139,6.10500610502712e-05,6.105006217043298e-05,6.10500610502712e-05,6.105006258894711e-05,6.10500610502712e-05,6.10500610502712e-05,6.10500610502712e-05,6.10500626355075e-05
1738751,0.04991014497664635,0.0002717391356462893,0.00027173913284487503,0.0002717391304349735,0.17713024063403626,0.000271739130709493,0.0002717391304349735,0.2822075626627463,0.0002717391359857951,0.16523707050264058,0.0002717391304349735,0.1397350939676582,0.0002717391304349735,0.0002717391357696759,0.0002717391304349735,0.05383741182933309,0.0002717391304349735,0.0002717391304349735,0.0002717391304349735,0.12840986671250315
1740350,0.000515463929930411,0.0005154639241149325,0.0005154639224344672,0.0005154639175273728,0.4306870525833416,0.0005154639175273727,0.0005154639175273728,0.0005154639290155818,0.14808761544512797,0.0005154639205492841,0.0005154639175273728,0.0005154639336608917,0.0005154639175273728,0.0005154639291693902,0.0005154639175273728,0.2755051563909776,0.0005154639175273728,0.0005154639175273728,0.0005154639175273728,0.13747275283393143
1743150,5.417118224312592e-05,5.417118210589024e-05,5.417118162237666e-05,5.417118093185208e-05,0.6528026729463389,5.417118093664487e-05,5.417118093185208e-05,5.417118224627276e-05,5.417118224021595e-05,5.417118099459358e-05,5.417118093185208e-05,0.06219965581454851,5.417118093185208e-05,5.417118227056274e-05,5.417118093185208e-05,0.28407676115465647,5.417118093185208e-05,5.417118093185208e-05,5.4171180972705e-05,5.4171182301025784e-05
1744450,0.1477926139828388,0.0777326218873528,5.586592304081884e-05,5.5865921787951424e-05,0.00721795214163962,5.5865921789541305e-05,5.5865921787951424e-05,5.5865923119770994e-05,5.5865922953675524e-05,5.5865921890157116e-05,5.5865921787951424e-05,5.5865923107439746e-05,5.5865921787951424e-05,0.4143942446465849,5.5865921787951424e-05,0.2754525612737649,5.5865921787951424e-05,5.5865921787951424e-05,5.5865921803228016e-05,0.07662788315759875
1744452,8.48896455581326e-05,0.07954458109278385,8.488964470102276e-05,8.488964346371434e-05,0.23664107506714785,8.488964346371434e-05,8.488964346371434e-05,8.488964567362441e-05,8.488964600923343e-05,8.488964416274449e-05,8.488964346371434e-05,8.48896451500587e-05,8.488964346371434e-05,0.10675129472614169,8.488964346371434e-05,0.11047025567556863,8.488964346371434e-05,8.488964346371434e-05,8.488964346371434e-05,0.4653194487759295
1745951,0.008698476557495808,3.7707391245667926e-05,3.77073910897496e-05,3.7707390648676395e-05,0.8656415585467802,3.770739065729438e-05,3.7707390648676395e-05,0.0475389534545249,3.770739170271352e-05,3.7707390683202115e-05,3.7707390648676395e-05,3.7707391601795834e-05,3.7707390648676395e-05,3.7707391458398435e-05,3.7707390648676395e-05,0.041755001610321536,3.7707390648676395e-05,3.7707390648676395e-05,3.7707390648676395e-05,0.03580039896724941
1747550,0.5939692025802289,4.019292716261986e-05,4.019292650886446e-05,4.019292604511907e-05,0.3064031570558466,4.0192926077787823e-05,4.019292604511907e-05,0.020339210398750647,0.07864534314280686,4.019292630681695e-05,4.019292604511907e-05,4.019292702676515e-05,4.019292604511907e-05,4.019292683843711e-05,4.019292604511907e-05,4.0192927029316406e-05,4.019292604511907e-05,4.019292604511907e-05,4.019292606059752e-05,4.0192927040072065e-05
1749252,0.823214992942491,9.60984083122988e-06,9.609840671515208e-06,9.609840476679572e-06,0.17661202992702923,9.609840482420256e-06,9.609840476679572e-06,9.609840678141459e-06,9.609840727569257e-06,9.609840512071068e-06,9.609840476679572e-06,9.609840670931122e-06,9.609840476679572e-06,9.609840704362172e-06,9.609840476679572e-06,9.609840699600978e-06,9.609840476679572e-06,9.609840476679572e-06,9.609840491111385e-06,9.609840674116413e-06
1749550,0.06754345438061717,3.9525692742946535e-05,3.952569214105074e-05,3.952569169978892e-05,0.27950115278252546,3.952569171595962e-05,3.952569169978892e-05,0.2708078378286001,0.07306963324893818,3.952569524477996e-05,3.952569169978892e-05,0.08868566694668337,3.952569169978892e-05,3.952569274290923e-05,3.952569169978892e-05,0.06274507006841017,3.952569169978892e-05,3.952569169978892e-05,3.952569169978892e-05,0.1571333507460397
1749750,0.17175816221958035,0.03499807612435737,5.6561086923626096e-05,5.656108597299175e-05,0.27568397379266507,5.656108601232702e-05,5.656108597299175e-05,5.656108741310248e-05,5.6561087043101814e-05,5.656108602470328e-05,5.6561086003399365e-05,5.656108738447611e-05,5.656108597299175e-05,5.656108752557718e-05,5.656108597299175e-05,0.18111490505398475,5.656108597299175e-05,5.656108597299175e-05,5.656108597299175e-05,0.3355964665132714
1749751,0.08575990411681457,0.04394485008435276,3.0525030924954e-05,3.052503052513128e-05,0.19521624858761052,3.05250308113734e-05,3.052503052513128e-05,3.052503115376533e-05,3.052503106332157e-05,3.052503134613687e-05,3.0525030525131274e-05,0.05618690984826333,3.052503052513128e-05,3.052503108878529e-05,3.052503052513128e-05,0.49704202383862517,3.052503052513128e-05,3.052503052513128e-05,3.052503054011536e-05,0.12142271309372936
1749752,0.01233924260532219,3.2383420396274404e-05,3.238342043304386e-05,3.238341968924108e-05,0.19655819730898785,3.2383420230751054e-05,3.238341968924108e-05,3.2383420454679196e-05,3.238342027330261e-05,3.238341983408694e-05,3.238341968924108e-05,0.08619745930833173,3.238341968924108e-05,3.2383420386953856e-05,3.238341968924108e-05,0.3383276985796473,3.238341968924108e-05,3.238341968924108e-05,3.2383419717640246e-05,0.36609165089815965
1750150,0.05637330416838115,1.8656716841480752e-05,1.8656716676432954e-05,1.865671641802936e-05,0.08811558699438984,1.8656716435003176e-05,1.865671641802936e-05,0.027929212927986478,0.5420126337721598,1.8656716515815923e-05,1.865671641802936e-05,0.09800687273602281,1.865671641802936e-05,0.015075027392602362,1.865671641802936e-05,0.17224482469372623,1.865671641802936e-05,1.865671641802936e-05,1.8656716418029358e-05,1.865671691818744e-05
1751952,0.0001666666697717269,0.12391277993674765,0.0001666666684031319,0.00016666666666698672,0.00016666667081482022,0.00016666666732056368,0.00016666666666698672,0.00016666667004751885,0.00016666666996806648,0.00016666666696497554,0.00016666666666698672,0.0001666666694159388,0.00016666666666698672,0.12432541676168603,0.00016666666666698672,0.508291675966118,0.00016666666666698672,0.00016666666666698672,0.00016666666666698672,0.24080346064940558
1752551,0.00018518519115984605,0.08963439086840884,0.00018518518713184307,0.00018518518518610585,0.00018518518967765372,0.00018518518523937441,0.00018518518518610585,0.03607023325337354,0.00018518518825146995,0.0001851851852500603,0.00018518518518610585,0.00018518518973887043,0.00018518518518610585,0.20696576895733876,0.00018518518518610585,0.29503247684345507,0.00018518518518610585,0.00018518518518610585,0.00018518518537410692,0.36951935227929766
1754851,0.3438383757396894,2.539360149163456e-05,2.5393601431593783e-05,2.5393600812655204e-05,0.49940013183922516,2.5393600814361545e-05,2.5393600812655204e-05,2.539360146892094e-05,2.539360128534763e-05,0.0005152917887336537,2.5393600812655204e-05,2.53936013157761e-05,2.5393600812655204e-05,2.5393601291022404e-05,2.5393600812655204e-05,0.1558399030153342,2.5393600812655204e-05,2.5393600812655204e-05,2.5393600817456244e-05,2.539360141299859e-05
1757550,0.2311932554982449,7.788162166273113e-05,7.788162052478467e-05,7.788161993779765e-05,7.788162166493566e-05,7.788162004533572e-05,7.788161993779765e-05,7.788162148048147e-05,7.788162130697242e-05,7.788162011236382e-05,7.788161993779765e-05,7.7881621493303e-05,7.788161993779765e-05,7.788162136069628e-05,7.788161993779765e-05,0.6398139210313767,7.788161993779765e-05,7.788161993779765e-05,7.78816199971072e-05,0.12766883592116518
1757750,6.485084430937898e-05,0.010099944656479072,6.485084474793213e-05,6.485084306110071e-05,6.485084442142224e-05,6.485084313122017e-05,6.485084306110071e-05,0.11506686815702988,6.485084431691734e-05,6.485084311047272e-05,6.485084306110071e-05,6.48508447942179e-05,6.485084306110071e-05,0.024177301627007416,6.485084306110071e-05,6.485084460454076e-05,6.485084306110071e-05,6.485084306110071e-05,6.485084306110071e-05,0.8496182720615588
1757752,9.451796010632562e-05,0.013346073754488617,9.45179617607917e-05,9.451795841230517e-05,9.451796029675455e-05,9.45179589722769e-05,9.451795841230517e-05,0.09666101411999102,0.050541432609970134,9.451795968896266e-05,9.451795841230517e-05,9.451796066772257e-05,9.451795841230517e-05,9.451796051442508e-05,9.451795841230517e-05,0.057918211152544974,9.451795841230517e-05,9.451795841230517e-05,9.451795851691682e-05,0.780115498973595
