,0,1,2,3,4,5,6,7,8,9,10,11,12
1719250,0.00034965034970164054,0.0003496561347781331,0.0003496559031008345,0.00034965659720475245,0.7807549182854239,0.0003496582153214111,0.00034965520894196826,0.00034965034970164054,0.00034965034970054664,0.21539887924490758,0.00034966866183874237,0.0003496503496798504,0.00034965034969901585
1719251,0.000357781753179518,0.2111755661806902,0.00035778857364321675,0.00035778842934638364,0.6559659943420015,0.0003577870970760887,0.0003577868424425717,0.000357781753179518,0.00035778175317847444,0.11019929652175546,0.019439081973561485,0.0003577830267684234,0.0003577817531770141
1719252,0.0004446420632074976,0.00044465052827527026,0.09018078438640886,0.00044465103552346894,0.6318525570692392,0.00044464856077346907,0.00044464955830016053,0.0004446420632074976,0.00044464206320604037,0.24929142007804853,0.024673398475047098,0.00044467205555878355,0.00044464206320400093
1721352,0.00012019230776063504,0.00012019465046594949,0.7034687071086292,0.00012019394509278805,0.00012019418677572958,0.29520916685933773,0.00012019395671657661,0.00012019230776063504,0.00012019230775917768,0.00012019465643102748,0.00012019292535802986,0.00012019235396106813,0.00012019243395150189
1724351,2.6867997537919674e-05,0.014510671337874242,0.035940576926236346,2.6868379337769615e-05,0.06736449937308434,0.8759215600822554,2.686844853458139e-05,2.6867997537919674e-05,2.6867997537711195e-05,2.6868491097363917e-05,0.006047746844063298,2.68681110613249e-05,2.6868013841825395e-05
1733252,9.484966331185575e-05,0.03311619513083639,9.485157678162722e-05,9.48513536135869e-05,0.7121406037927173,9.485134719346482e-05,9.485124960560901e-05,9.484966331185575e-05,9.484966331125511e-05,0.2537946971002448,9.485006870853807e-05,9.484972705298968e-05,9.484966331041458e-05
1733350,0.00011463945894697288,0.06372566407554293,0.00011464148812945105,0.00011464142641462587,0.17962427136562756,0.22392210647419772,0.07537687952909125,0.00011463945894697288,0.00011463945894600845,0.45643395805310255,0.0001146402328484998,0.00011463951926067444,0.00011463945894465872
1734751,9.392317087583903e-05,0.06754760038595024,0.06324797872802645,9.392469480407128e-05,0.7012864932331763,9.392467775640066e-05,0.010708763350624343,9.392317087583903e-05,9.392317087520789e-05,0.15013613924609526,9.392350321127288e-05,0.006415559422196859,9.39232455320144e-05
1738751,0.00041806020078027076,0.4570399011171732,0.2237566828319064,0.0004180684238319059,0.24289739636687036,0.00041806764370152887,0.0004180684992095804,0.00041806020078027076,0.0004180602007778977,0.07254344315953039,0.0004180709539308868,0.00041806020073296843,0.00041806020077457073
1740350,0.0007930214119072168,0.0007930365484980251,0.5242927556807815,0.00079303303888978,0.0007930380045198718,0.46698392332321825,0.0007930348000765478,0.0007930214119072168,0.0007930214119001971,0.0007930376298677749,0.0007930244824326501,0.0007930308441106991,0.0007930214118903739
1743150,8.334027837989307e-05,0.029176854889535177,0.260418450269501,8.334126918865388e-05,0.18924989403671563,0.5204047316201664,8.334179071881916e-05,8.334027837989307e-05,8.33402783793948e-05,8.334183744333492e-05,8.334059061050373e-05,8.33402795525903e-05,8.334258142856838e-05
1744450,8.594757200347794e-05,0.07693415940446599,0.17038152557910619,8.594910510533677e-05,8.594899944927288e-05,8.594891525770045e-05,0.2693056778836641,8.594757200347794e-05,8.594757200300048e-05,0.4826051028989496,8.594909399656807e-05,8.59478103669933e-05,8.594759362840893e-05
1744452,0.00013059945151186055,0.6887721731121671,0.0528534053851736,0.03164089347927826,0.00013060146544761344,0.00013060156025427092,0.0001306014995581745,0.00013059945151186055,0.00013059945151123017,0.22555812607811573,0.00013060005054002074,0.00013059947684273393,0.00013059953808756202
1745951,5.801137025167167e-05,0.5272700608316354,5.801246574917032e-05,5.801223075556118e-05,0.05963566962631995,0.2375769727279361,0.08920994545712492,5.801137025167167e-05,5.8011370251178855e-05,0.08584325644582977,5.801335931663762e-05,5.80113743272454e-05,5.801137025048913e-05
1747550,6.183527085192607e-05,0.10535749300777784,6.183645183710202e-05,6.183631194005637e-05,0.00015529418034514054,0.26393351008830895,6.183627003463172e-05,6.183527085192607e-05,6.183527085163956e-05,0.6299971798120398,6.183734485169406e-05,6.183544945808618e-05,6.183527085123827e-05
1749252,1.4784369967500572e-05,1.4784610289234402e-05,1.478457587519225e-05,1.478459573975579e-05,0.4418935009213086,0.023989124702284547,1.4784592268697013e-05,1.4784369967500572e-05,1.4784369967427494e-05,0.5339695296353726,1.478450376576839e-05,1.4784382396248688e-05,1.478437079692692e-05
1749550,6.0808756483387906e-05,0.4107170161169444,0.2101444941654286,6.080987621450364e-05,0.3717585421785034,6.080983536450483e-05,0.006832662770438278,6.0808756483387906e-05,6.080875648290894e-05,6.080976550472932e-05,6.080967960739936e-05,6.0810586062214447e-05,6.080875648223864e-05
1749750,8.701705536504729e-05,0.3080117337514306,0.24107588311157152,8.701943148332628e-05,8.701866961272064e-05,0.029959767189273838,0.14934180933984034,8.701705536504729e-05,8.70170553645738e-05,0.27091466579427365,8.701737765254935e-05,8.701711340286453e-05,8.701705536391115e-05
1749751,4.696158544802891e-05,0.06078813706193266,0.24824100908139735,4.696282593930964e-05,0.1429154891798139,0.02943453131799047,0.2463495558692563,4.696158544802891e-05,4.696158544749774e-05,0.2719425445858936,4.696177149664278e-05,4.696196448955509e-05,4.696158544675434e-05
1749752,4.982064569847061e-05,0.27525302663148316,0.16145125760393664,0.012309533806945706,0.024312618772628566,0.009900191199892933,0.3350549465972697,4.982064569847061e-05,4.9820645697982164e-05,0.18141949996453444,4.98221935846522e-05,4.9820646931784056e-05,4.9820645697298534e-05
1750150,2.8702640657153502e-05,2.8703115692469266e-05,0.5650906906973302,2.8703058932694458e-05,0.387458119453122,0.04716416079225994,2.870310181016517e-05,2.8702640657153502e-05,2.870277777231322e-05,2.870314862838386e-05,2.8703275446864468e-05,2.8702649469789212e-05,2.8702648220810966e-05
1751952,0.00025641025647394526,0.36681525936835574,0.3911014100612494,0.0002564143217656475,0.00025641360105712073,0.0002564149526831933,0.06843014379543941,0.00025641025647394526,0.00025641025647258687,0.17134548113357148,0.00025641148353995434,0.00025641025644688775,0.0002564102564706859
1752551,0.0002849002850382597,0.26006182245511833,0.7237051790854815,0.01338397081780413,0.000284905690593054,0.0002849063362806391,0.0002849074266506227,0.0002849002850382597,0.0002849002850353171,0.0002849055578432238,0.00028490073407710405,0.00028490075600849364,0.00028490028503119845
1754851,3.906707818663115e-05,3.906782651193142e-05,0.0709203913204151,3.906776810889617e-05,3.9067822380038414e-05,0.3992371551158816,0.00714341549684048,3.906707818663115e-05,0.0024376805689197674,0.519948818532413,3.90672288094967e-05,3.906708516038323e-05,3.906707818594501e-05
1757550,0.00011981787687224499,0.06526666273987979,0.14999894887821666,0.00011981960400218179,0.0798084368907606,0.00011981971044230632,0.1697575079396047,0.00011981787687224499,0.00011981787687128474,0.5342098965401777,0.00011981831257710418,0.00011981787685315972,0.00011981787686994091
1757750,9.977052780650208e-05,9.977228022142562e-05,0.37581652742426636,0.009883305351389808,9.977194681606582e-05,9.977188263745465e-05,0.6133024556633893,9.977052780650208e-05,9.977052780606683e-05,9.977178312615539e-05,9.977094499166863e-05,9.97705834496271e-05,9.97705562931802e-05
