,0,1,2,3,4,5,6,7,8,9,10,11,12
,0.07692307692589491,103472.82567808269,48968.06896297152,7049.969347787926,96332.84722384947,72039.59189898617,27486.38976747313,0.07692307692589491,0.07692309964437183,81156.81891271906,2.1035921322427904,0.0769236085939829,0.07692313516209967
april,0.07692307692687078,134.79549376051364,17.46560493683583,28.189527509517266,18.868164311919365,0.07692352050069105,0.13724006864320473,0.07692307692687078,0.07692307692678917,4.005507011675943,0.07692338900299514,0.0769231832015274,0.07692307692667044
19,0.07692307692532982,427.27132445865806,0.5127498501630046,23.453886183756346,22.283183792582076,2.382252154226974,0.6833329576338945,0.07692307692532982,0.07692307692528136,2.9517319597351066,0.07692320064195904,0.07692313437168809,0.07692307692521086
2012,0.07692307692651501,756.4139486544274,55.550660012256124,0.7238333656483829,254.72195200725864,0.07692335574733321,17.185652690971743,0.07692307692651501,0.07692325586534182,71.8654896224347,0.07692454224573644,0.07692326191063671,0.07692307692633346
tip,0.07692307692688895,9.967921815303123,68.98794125225879,0.07693170649404903,28.36541860364283,0.07692429759514001,2.0922813690639632,0.07692307692688895,0.07692307692680694,50.9710407333858,0.0769248117764846,0.07692310222888481,0.07692307692668773
from,0.07692307692613512,2181.96744524355,1231.4256145523939,197.4740325613446,1816.8236032832042,1557.5459378051992,576.5389378711799,0.07692307692613512,0.07692311776995428,1136.762887866609,0.07692445933024868,0.0769240054992944,0.07692307955096628
the,0.0769230769260971,32076.17709864911,14336.644174049998,3120.062052076195,25255.853548096937,17166.89995201852,10585.811403864862,0.0769230769260971,0.07692309301785132,9506.691959345268,232.47519441335075,0.07692505178975355,0.07692318657298014
lord,0.0769230769260021,33.72575322441745,0.07692358721975025,0.0769249999981053,11.95504853817403,304.7978280183449,0.07692414675179929,0.0769230769260021,0.07692311778667843,10.829058252713114,0.07692314841099887,0.07692373493633956,0.07692307692584764
of,0.07692307692614361,16626.070075335847,7233.601731209816,1419.454364133523,9939.523777193253,10103.74824520727,4836.696516310282,0.07692307692614361,0.07692310332632366,3891.7133290831352,61.807345254913315,0.0769238735609712,0.0769231406879011
darkness,0.07692307692648398,1.0681797467958485,0.07692527090542674,0.07692461361335542,14.745561127432714,46.70704671255794,0.7645425789319487,0.07692307692648398,0.07692307692641068,0.09928122859542289,0.07692330504483344,0.07692310777695513,0.07692307692630405
-,0.0769230769260431,301.90711914321344,328.4695710084853,0.07692395634049934,1337.809351031177,160.22862325664713,33.84231422398755,0.0769230769260431,0.0769230769259793,737.2045583989076,0.07692343091152132,0.07692323569598139,0.07692308334870569
have,0.07692307692608813,4806.060440068627,1476.8716437924659,237.1353031850719,5012.835132915346,2834.549915200512,1950.4555466820707,0.07692307692608813,0.07692311201486594,7126.630478296995,0.07692398054775437,0.07692350214258915,0.07692310984066666
send,0.07692307692641706,91.2094044164004,74.82932797435915,32.59111511506038,57.9032641272392,115.73829962398615,16.74247242864896,0.07692307692641706,0.07692313410869926,139.5245769748077,0.0769233120397191,0.07692366205836558,0.07692307692624076
me,0.07692307692514659,9.928786641496897,0.3620475822838272,0.076923604982164,145.61300363504387,366.3708886572534,4.203927699752181,0.07692307692514659,0.0769230852867218,2884.9828832992753,0.07692328150351081,0.076923276556299,0.07692308229463986
these,0.07692307692577809,751.6866696942076,499.89880365806346,4.016603994475484,355.2044224891821,463.720812528461,255.7755795502443,0.07692307692577809,0.07692308426367242,341.2355676719987,0.07692366694792034,0.07692440533309068,0.07692310245721339
three,0.07692307692631076,184.19541116091247,89.72576135355014,20.893190251449997,311.40848269844304,162.85188535933958,56.23536764362053,0.07692307692631076,0.0769230769262412,56.22835983315681,0.07692548631049888,0.07692390499991021,0.07692307692614003
