,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
S24_2013_11680305,0.00016064257030399133,0.0001606425703047688,0.00016064257031290293,0.00016064257030078344,0.00016064257030297226,0.0001606425703140568,0.8217065382939766,0.00016064257030830558,0.17459868258901423,0.00016064257030424202,0.00016064257030164387,0.00016064257031200366,0.00016064257030260469,0.00016064257029901015,0.00016064257031411975,0.0001606425703059874,0.0001606425703035867,0.00016064257029971534,0.00016064257031020375,0.00016064257030274777,0.00016064257029415463,0.00016064257030861867,0.00016064257029737571,0.00016064257030264532,0.0001606425703027321
S24_2013_11460698,0.00017241379313744854,0.00017241379313341588,0.00017241379313274758,0.000172413793123166,0.00017241379312206298,0.6335282171086727,0.00017241379312180681,0.011900073495622825,0.2991868882484273,0.00017241379313278534,0.00017241379312569671,0.009284411128662925,0.0001724137931349985,0.00017241379312568918,0.00017241379313334432,0.00017241379312329946,0.04265213415603598,0.0001724137931433245,0.0001724137931202086,0.0001724137931205666,0.00017241379311837686,0.00017241379313376546,0.00017241379313108078,0.00017241379312724056,0.00017241379313708417
S24_2013_11619166,0.00012500000001434598,0.00012500000001672596,0.00012500000001789349,0.0001250000000190008,0.0001250000000185489,0.24204337364062375,0.3460606544356956,0.026104442235391045,0.00012500000002595675,0.3407085147013932,0.00012500000001316075,0.0001250000000199738,0.00012500000002898805,0.0001250000000128721,0.00012500000002567272,0.00012500000002229825,0.00012500000003237677,0.00012500000001857404,0.0001250000000095797,0.00012500000001858228,0.00012500000000538862,0.00012500000002852986,0.00012500000001781087,0.04258301498651393,0.0001250000000161476
S24_2013_11828498,0.00010230179030760302,0.00010230179030410666,0.00010230179030551554,0.00010230179029989198,0.0001023017902935342,0.16615814835352335,0.00010230179029178871,0.00010230179029841655,0.00010230179029992153,0.0001023017902967548,0.00010230179029568177,0.2892983400608865,0.46527048742734567,0.0001023017902961445,0.00010230179030498502,0.0001023017902973662,0.00010230179029446563,0.00010230179029928356,0.00010230179028838287,0.00010230179030172907,0.00010230179030607158,0.00010230179029994859,0.00010230179028941196,0.00010230179029459854,0.07712468656197882
S24_2013_11646732,0.00014705882355457584,0.0001470588235648852,0.4643626582231197,0.00014705882355220653,0.00014705882355976115,0.00014705882356078572,0.00014705882356538658,0.00014705882355393434,0.0001470588235613935,0.00014705882355608968,0.0001470588235545661,0.00014705882355912106,0.0001470588235508306,0.00014705882356162188,0.16074304528449113,0.31609265996026004,0.00014705882355491387,0.00014705882355522208,0.00014705882354264783,0.00014705882355330917,0.00014705882353756525,0.00014705882355319145,0.0001470588235509653,0.0557134012374737,0.00014705882355235355
S24_2013_11912726,0.15335928309222438,0.2702749811783498,9.925558313802489e-05,9.925558314437367e-05,9.92555831377849e-05,9.925558314890011e-05,0.5249563831768905,9.925558314581558e-05,9.925558315330765e-05,9.9255583141108e-05,9.925558313994234e-05,9.925558314087146e-05,9.925558314322323e-05,9.92555831416567e-05,9.925558314080818e-05,9.925558313871708e-05,9.925558314220604e-05,0.049324985306559044,9.925558313652184e-05,9.925558314833525e-05,9.925558313292544e-05,9.925558313999671e-05,9.925558313720095e-05,9.925558313663707e-05,9.925558314779563e-05
S24_2013_11666987,0.050749738904809945,0.00012698412701792804,0.17081751658464273,0.00012698412700489072,0.00012698412702986733,0.0001269841270083722,0.0001269841270496385,0.00012698412700790632,0.05154984176873406,0.0205644165823704,0.00012698412700458688,0.039690957880701164,0.0001269841269991813,0.5044459972869166,0.04816672322659285,0.00012698412701064992,0.0001269841270069232,0.0001269841270063671,0.00012698412699234146,0.00012698412699526206,0.00012698412699407266,0.11185607760608994,0.00012698412700654305,0.00012698412700603358,0.00012698412700169629
S24_2013_11590697,0.0001423487544732871,0.0001423487544766496,0.00014234875446583387,0.00014234875447399257,0.00014234875446409595,0.0001423487544719308,0.0001423487544620574,0.0001423487544727265,0.0001423487544637157,0.00014234875447226544,0.00014234875447067963,0.00014234875447691114,0.0001423487544708378,0.00014234875447413135,0.00014234875446885828,0.00014234875446614146,0.00014234875447012286,0.7196134458539362,0.0001423487544709983,0.00014234875447349641,0.00014234875446978606,0.05894053348647993,0.00014234875447233252,0.08610363779546588,0.13235305902023722
S24_2013_11183838,8.510638299187332e-05,0.13371851968355286,0.4268289182852195,0.09182321258583635,8.510638299501975e-05,0.05042854564376012,8.51063829916555e-05,0.06058790623184468,8.510638299437686e-05,8.51063829975418e-05,8.510638299345761e-05,8.51063829934721e-05,8.510638299286425e-05,0.2349958762929087,8.510638299842675e-05,8.510638300001612e-05,8.510638299148463e-05,8.510638299319229e-05,8.510638298937273e-05,8.510638299419403e-05,8.510638298470642e-05,8.510638299421403e-05,8.510638299084375e-05,8.510638299685383e-05,8.51063829944303e-05
S24_2013_11213182,0.00011834319528701493,0.00011834319528959675,0.00011834319528731079,0.00011834319528240373,0.00011834319528258915,0.00011834319528776202,0.9598753278328918,0.00011834319528230731,0.0001183431952831297,0.0001183431952883538,0.00011834319528074177,0.00011834319527998523,0.018368417955719883,0.00011834319528400541,0.00011834319528476888,0.01915270391510527,0.00011834319528187552,0.00011834319529689927,0.00011834319527910501,0.00011834319528901634,0.00011834319527497867,0.00011834319528118283,0.00011834319527896435,0.00011834319528417383,0.00011834319531695211
S24_2013_11842651,0.00015037593987696186,0.0001503759398770227,0.00015037593987016,0.0001503759398767377,0.00015037593987209108,0.7967937644524139,0.00015037593987204408,0.00015037593990874262,0.00015037593987322665,0.00015037593988116927,0.00015037593986918165,0.0001503759398754428,0.19974758893044986,0.00015037593987011209,0.00015037593988201793,0.0001503759398764552,0.0001503759398733189,0.00015037593987535778,0.0001503759398636857,0.00015037593990432934,0.00015037593986279098,0.00015037593987147056,0.00015037593986502292,0.00015037593987119233,0.00015037593986792717
S24_2013_8789495,0.1411197654236995,0.00017857142861208198,0.00017857142860477248,0.00017857142860303575,0.00017857142860434254,0.22366622896910074,0.00017857142859852492,0.00017857142859487623,0.0001785714286083725,0.0001785714285998278,0.10331101007145256,0.00017857142860936237,0.0001785714286048197,0.00017857142860440163,0.00017857142860032524,0.0001785714285917716,0.0001785714285955677,0.43194405982086825,0.00017857142859588755,0.0001785714286059023,0.013907235442024544,0.014724625883499851,0.06811278867451198,0.00017857142859798258,0.0001785714286108313
S24_2013_11488901,8.196721312895066e-05,8.196721312741609e-05,8.196721312801838e-05,0.07397830018847837,8.196721313062991e-05,8.196721312963233e-05,8.196721313082174e-05,8.196721313224607e-05,8.196721312904592e-05,0.8991840756881326,8.19672131230073e-05,8.196721312623623e-05,8.196721312603861e-05,8.196721312458151e-05,8.196721312929222e-05,8.196721313237145e-05,8.196721312603076e-05,8.196721312486256e-05,8.196721312192994e-05,8.196721312237243e-05,8.196721312070847e-05,0.02503434543459565,8.196721312844272e-05,8.196721312577665e-05,8.19672131249431e-05
S24_2013_11528434,8.888888891249807e-05,8.88888889057317e-05,0.4892162855097559,8.888888890491878e-05,8.888888890050926e-05,0.08163509005043436,8.888888891613558e-05,8.888888890411773e-05,8.888888890793936e-05,8.888888890990436e-05,8.888888890736089e-05,0.38959816740072084,8.888888890603117e-05,0.0376837903720669,8.88888889085676e-05,8.888888891115008e-05,8.888888890534163e-05,8.888888890504714e-05,8.888888889492538e-05,8.888888890554102e-05,8.888888889345252e-05,8.88888889091872e-05,8.88888889048096e-05,8.888888890622786e-05,8.88888889026008e-05
S24_2013_11778856,0.0001302931596318213,0.00013029315962823657,0.00013029315962907883,0.0001302931596239786,0.00013029315962897038,0.25890305210595516,0.00013029315962760158,0.0001302931596295979,0.00013029315963568688,0.00013029315963384108,0.0001302931596257347,0.00013029315962887806,0.0001302931596260144,0.00013029315962757404,0.45612397513253317,0.00013029315963519668,0.00013029315962726436,0.00013029315962950216,0.00013029315961711547,0.00013029315962472578,0.0001302931596185888,0.2821065232496819,0.00013029315964169176,0.00013029315963417886,0.00013029315962456568
S24_2013_11887877,0.0001556420233838445,0.3002818706409513,0.0001556420233926195,0.00015564202336513583,0.0001556420233726648,0.01635470705856446,0.00015564202336681242,0.0001556420233707708,0.00015564202337365173,0.0001556420233750018,0.07887044568820818,0.00015564202338745522,0.00015564202338151647,0.08455667384454324,0.5168234623002491,0.00015564202336707658,0.00015564202336503828,0.00015564202336965379,0.0001556420233714109,0.00015564202336769759,0.00015564202335523035,0.00015564202336713583,0.00015564202338061526,0.00015564202339644857,0.00015564202337387345
S24_2013_11902465,0.0001481481481767569,0.00014814814817859544,0.00014814814817894111,0.05646583018270668,0.00014814814816589854,0.00014814814817457343,0.00014814814816591827,0.00014814814817651432,0.00014814814817185442,0.0001481481481747101,0.17239644950165411,0.00014814814816785872,0.00014814814817209893,0.00014814814816727857,0.00014814814817030276,0.37624756381475083,0.00014814814816467253,0.00014814814818682378,0.334858144122377,0.057069049415085144,0.000148148148157555,0.00014814814816884475,0.00014814814816202783,0.00014814814816325574,0.0001481481481818582
S24_2013_11882591,0.00018348623855488238,0.00018348623856411764,0.00018348623856307298,0.00018348623855313732,0.0001834862385610272,0.8925908147784507,0.00018348623856265301,0.06725112373813076,0.00018348623857448247,0.00018348623856092566,0.03612136423505187,0.00018348623855831694,0.00018348623857262133,0.00018348623856317663,0.00018348623857156448,0.00018348623856594148,0.00018348623855524341,0.0001834862385710657,0.00018348623854794484,0.00018348623854926567,0.00018348623857835725,0.00018348623856566368,0.00018348623855073427,0.00018348623855959028,0.00018348623856284869
S24_2013_11929305,9.52380952540993e-05,9.523809525285428e-05,9.523809525441941e-05,9.523809524997334e-05,9.523809525300513e-05,0.1926242650493818,9.52380952600481e-05,9.52380952527514e-05,9.523809525839617e-05,9.523809525413433e-05,9.523809524946569e-05,9.523809525138692e-05,9.523809525493144e-05,9.523809525103496e-05,0.024577499612375868,9.523809525893621e-05,9.523809525254347e-05,9.523809525399409e-05,9.523809524439978e-05,9.523809526316187e-05,9.52380952440768e-05,0.7807029972426751,9.523809524964031e-05,9.523809525124007e-05,9.523809525278567e-05
S24_2013_11226423,7.532956687092077e-05,7.532956686731886e-05,7.532956686851773e-05,0.022402808538385277,7.532956686243364e-05,7.532956686994977e-05,7.532956686402723e-05,7.532956686803821e-05,7.532956686716193e-05,7.532956686787935e-05,7.532956686857798e-05,7.532956686295117e-05,0.02159064748347697,7.532956686658374e-05,7.53295668657594e-05,7.532956686561621e-05,7.532956686769799e-05,7.532956686361954e-05,0.9543492935070813,7.532956686856597e-05,7.532956686101513e-05,7.532956686613206e-05,7.532956686691437e-05,7.532956686244786e-05,7.532956686416587e-05
S24_2013_11563099,0.18415292761856392,0.00010869565219400861,0.00010869565219157608,0.00010869565218470486,0.00010869565219243835,0.2292218298458991,0.00010869565218752664,0.0001086956521922706,0.5588798486648121,0.00010869565219396003,0.00010869565218937125,0.00010869565219116929,0.00010869565219722844,0.00010869565218621396,0.00010869565219818157,0.00010869565218984872,0.00010869565219155638,0.00010869565219206808,0.025462785174666075,0.00010869565218641581,0.00010869565219838757,0.00010869565223065963,0.00010869565219064654,0.00010869565219001002,0.00010869565219044828
S24_2013_11546506,0.00015873015875322594,0.00015873015875540828,0.0001587301587620213,0.0001587301587542289,0.00015873015875719177,0.29977767757614004,0.11664014990307313,0.00015873015875956758,0.18850375688165474,0.0001587301587560688,0.0001587301587505906,0.0001587301587603141,0.0001587301587525874,0.00015873015874791384,0.00015873015875236807,0.24115139921436,0.0001587301587525438,0.0001587301587550815,0.00015873015874184188,0.0001587301587697484,0.00015873015874247543,0.15075241324966993,0.0001587301587563069,0.00015873015876745672,0.00015873015875535274
S24_2013_11913335,8.403361346056495e-05,0.10845979409542482,0.4430065260518974,0.2725068033808369,8.403361345822466e-05,8.403361346244856e-05,8.403361345797469e-05,8.403361345976275e-05,8.403361346292579e-05,8.403361345710311e-05,0.018778752644818784,8.40336134591771e-05,0.011862505398808804,0.11738025805164223,8.403361345741403e-05,0.026492755334274906,8.403361345676131e-05,8.403361346428905e-05,8.403361346376816e-05,8.403361345948997e-05,8.403361347156817e-05,8.403361345769003e-05,8.403361345430804e-05,8.403361345973981e-05,8.403361347292108e-05
S24_2013_11439371,0.01783378006122119,0.3469251990607468,0.00014035087722134913,0.00014035087721097223,0.09364228924470375,0.4421963481257154,0.0001403508772566192,0.00014035087722102132,0.00014035087722047464,0.020428932889734276,0.0001403508772121315,0.00014035087722890084,0.0001403508772199043,0.00014035087721602456,0.0001403508772171087,0.00014035087723659567,0.00014035087721180772,0.00014035087721572302,0.0001403508772139331,0.07630678395068942,0.00014035087720406172,0.00014035087722896796,0.000140350877218802,0.00014035087722318344,0.0001403508772114275
S24_2013_11510177,0.00014336917566153094,0.00014336917564213315,0.00014336917564705218,0.00014336917566139563,0.00014336917565852596,0.5868078450909769,0.07152850946961553,0.00014336917564837626,0.00014336917565990507,0.12160748097541403,0.12621558752509507,0.00014336917564896444,0.0001433691756485482,0.00014336917564272572,0.0001433691756471827,0.00014336917565463094,0.0001433691756448085,0.0001433691756455991,0.05673915190371539,0.00014336917564407894,0.03437741069781613,0.0001433691756658045,0.00014336917565328753,0.00014336917564689304,0.00014336917564551575
S24_2013_11825951,9.345794393772273e-05,0.1446237186023319,9.345794393863895e-05,9.345794393932454e-05,9.345794395743706e-05,9.345794394583077e-05,9.345794393837695e-05,9.345794394103303e-05,9.345794394032161e-05,9.345794394093691e-05,9.345794393758848e-05,9.345794393862007e-05,9.345794397258862e-05,0.2538650782684017,0.1843076659977654,9.345794393954028e-05,9.345794394017983e-05,9.345794393630627e-05,9.345794393127444e-05,0.3739101901877204,9.345794393043773e-05,9.345794394236329e-05,0.03005388629711026,0.011463759711778538,9.345794394324424e-05
S24_2013_11202845,8.316008317725623e-05,0.44117359813687196,8.31600831776377e-05,8.316008317180569e-05,0.010401593882898883,8.316008317502267e-05,8.316008317336499e-05,8.316008317282216e-05,8.316008317420863e-05,8.31600831757491e-05,8.316008317252308e-05,8.31600831738969e-05,8.31600831704297e-05,8.316008317600205e-05,0.5097276743231364,0.029106255554404686,8.316008317307342e-05,8.316008317273585e-05,8.316008318497105e-05,8.316008316757805e-05,8.316008316750368e-05,0.007927676439215551,8.316008317259404e-05,8.316008317420764e-05,8.316008316919253e-05
S24_2013_11780806,0.0001379310345025214,0.00013793103451037879,0.0001379310345091187,0.00013793103452380462,0.00013793103450259738,0.223142371676805,0.00013793103450497076,0.03959999791649978,0.10736103922075406,0.22392722575962673,0.0001379310345088734,0.000137931034505404,0.00013793103451372127,0.00013793103450777166,0.00013793103451492878,0.00013793103450687004,0.00013793103450782793,0.05796191818721118,0.00013793103452755398,0.00013793103449863544,0.00013793103449851943,0.18746356652219134,0.14235901666329834,0.00013793103450223117,0.015840036466967855
S24_2013_11787114,0.00016460905352281828,0.00016460905352639986,0.00016460905352559484,0.0001646090535171132,0.00016460905353383976,0.00016460905353476708,0.0001646090535232976,0.0001646090535303205,0.00016460905353636633,0.3462673103522955,0.032662572695641344,0.00016460905352184098,0.00016460905352635928,0.00016460905352774378,0.0001646090535310244,0.4573659037844498,0.00016460905352673136,0.00016460905352971494,0.02379068567269804,0.00016460905352054894,0.00016460905350841707,0.1366213464244009,0.00016460905352730671,0.00016460905352163748,0.00016460905352259434
