,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1719250,0.00018181818183080772,0.0001818181818184983,0.00018181818183931998,0.010462851973074939,0.0001818181818534739,0.0001818181818184983,0.0001818181818485233,0.0001818181818365104,0.00018181818186582545,0.00018181818182601002,0.00018181818182586726,0.0001818181818184983,0.0001818181818184983,0.00018181818186011864,0.5695354715883804,0.00018181818181946556,0.0001818181818184983,0.00018181818182135578,0.00018181818185302256,0.004252343339351463,0.0001818181818184983,0.0001818181818184983,0.4119311512807064,0.0001818181818184983,0.00018181818185859187
1719251,0.00018604651164886522,0.0001860465116282274,0.00018604651165733197,0.17892113063334106,0.02740535980322743,0.0001860465116282274,0.00018604651166524136,0.00018604651168191717,0.00018604651167783277,0.00018604651162886033,0.00018604651163566202,0.00018604651162935107,0.0001860465116282274,0.0001860465116678461,0.7663322187131705,0.0001860465116282274,0.0001860465116282274,0.00018604651176334976,0.00018604651166971388,0.023434314105579435,0.0001860465116282274,0.0001860465116282274,0.00018604651166842474,0.0001860465116282274,0.00018604651166141448
1719252,0.00023121387287462655,0.00023121387283290664,0.00023121387286454241,0.04052731265517217,0.00023121387288124363,0.00023121387283290664,0.00023121387287798254,0.00023121387287311938,0.00023121387287496176,0.0002312138728329093,0.00023121387283290854,0.00023121387283455322,0.00023121387283290664,0.00023121387287910287,0.02837855271362961,0.00023121387283553475,0.00023121387283290664,0.00023121387284874778,0.28181783017107104,0.00023121387289290482,0.00023121387283290664,0.00023121387283290664,0.644420813130224,0.00023121387283290664,0.0002312138728696302
1721352,6.250000000500721e-05,6.250000000019848e-05,6.250000000877262e-05,6.250000000915626e-05,0.01838268454284204,6.250000000019848e-05,0.8842047449928596,6.25000000045533e-05,6.250000000716445e-05,6.25000000026509e-05,6.250000000032853e-05,6.250000000052755e-05,6.250000000019848e-05,6.250000000949378e-05,6.250000001028374e-05,6.250000000020168e-05,6.250000000032986e-05,6.250000000355639e-05,6.250000001080871e-05,0.09603757046420176,6.250000000019848e-05,6.250000000019848e-05,6.250000001212049e-05,6.250000000019848e-05,6.250000001053612e-05
1724351,1.3971358717565882e-05,1.3971358714686666e-05,1.3971358717201714e-05,1.3971358717678067e-05,0.0031118178189268354,1.3971358714686666e-05,0.01025062695307279,0.008893402382213233,0.005655075865637931,1.3971358715272629e-05,1.3971358715231192e-05,1.3971358714783325e-05,1.3971358714686666e-05,1.3971358717493754e-05,0.08725317847485611,1.3971358714686666e-05,1.3971358714972174e-05,0.006527440779025973,0.054378418044917845,0.025960157552414823,1.3971358714686666e-05,1.3971358714686666e-05,1.3971358717214984e-05,1.3971358714686666e-05,0.7977463403894842
1733252,4.932182491498124e-05,4.932182490771077e-05,4.9321824915283926e-05,4.9321824917094103e-05,4.932182491721802e-05,4.932182490771077e-05,4.932182492125208e-05,4.9321824911909916e-05,4.932182492087591e-05,4.932182490796346e-05,4.93218249086416e-05,4.9321824907729104e-05,4.932182490771077e-05,4.932182491859024e-05,0.5318911737471115,4.932182490778245e-05,4.932182490807826e-05,4.9321824908887486e-05,0.11279567093734955,4.932182491231566e-05,4.932182490771077e-05,4.932182490771077e-05,0.35422807516747645,4.932182490771077e-05,4.9321824917934855e-05
1733350,5.961251863649084e-05,5.961251862912508e-05,5.9612518650901e-05,5.961251863939622e-05,5.961251864165316e-05,5.961251862912508e-05,5.961251863996149e-05,5.961251863386655e-05,5.9612518636175386e-05,5.9612518629190596e-05,5.961251863113421e-05,5.961251862931018e-05,5.961251862912508e-05,0.23791768048694553,5.9612518641188865e-05,5.961251862912508e-05,5.961251862912508e-05,5.961251864157865e-05,0.154785453563614,5.9612518645233536e-05,5.961251862912508e-05,5.961251862912508e-05,0.48149669643364784,5.961251862912508e-05,0.12454830662446356
1734751,4.884004885330803e-05,4.884004884021756e-05,4.884004884774594e-05,4.884004884842773e-05,0.07162386359451249,4.884004884021756e-05,4.884004884993198e-05,4.884004884748959e-05,4.88400488504184e-05,4.8840048841169905e-05,4.884004884119109e-05,4.884004884499337e-05,4.884004884021756e-05,0.16188603922643616,0.4687871648116423,4.8840048840219886e-05,4.8840048840909656e-05,4.884004884271062e-05,0.1793016084682851,4.8840048845847465e-05,4.884004884021756e-05,4.884004884021756e-05,0.11742452292223948,4.884004884021756e-05,4.8840048848638655e-05
1738751,0.022142164002797553,0.00021739130434865776,0.00021739130438007065,0.0002173913043857512,0.3494410056336872,0.00021739130434865776,0.0002173913043950989,0.00021739130436250224,0.00021739130437751342,0.00021739130440445053,0.00021739130435124876,0.00021739130435383266,0.00021739130434865776,0.08713974968793627,0.2857162795634725,0.00021739130435014366,0.00021739130434865776,0.00021739130436032773,0.00021739130439390244,0.0002173913043732682,0.00021739130434865776,0.00021739130434865776,0.25121297502478135,0.00021739130434865776,0.00021739130439618707
1740350,0.00041237113415719997,0.0004123711340219987,0.11284557314888455,0.0004123711340769138,0.29882772962758186,0.0004123711340219987,0.000412371134101693,0.00041237113409794046,0.0004123711340714254,0.00041237113402201226,0.0004123711340219987,0.0004123711340219987,0.0004123711340219987,0.0004123711341198653,0.0004123711341011704,0.0004123711340219987,0.0004123711340247543,0.00041237113402410814,0.0004123711341064587,0.00041237113407500335,0.0004123711340219987,0.0004123711340219987,0.3962065594425751,0.0004123711340219987,0.18346034396578198
