,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1719250,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,0.3560549623538299,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,0.0029913990197135616,9.090909090927565e-05,0.13572791757024663,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,0.020430807477781972,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,0.08326478470015168,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,0.28155628299277496,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,9.090909090927565e-05,0.11606475497640242,9.090909090927565e-05,9.090909090927565e-05
1719251,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,0.2669073049585596,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,0.0366201979898216,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,0.031144739529675003,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,0.31431306834708256,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,0.3468286426632286,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05,9.302325581405433e-05
1719252,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.6342788320773048,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.058762289501854116,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.06960631356676375,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.2320346457789231,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431,0.00011560693641639431
1721352,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,0.17911126046202697,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,0.5921835223098431,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,3.125000000020212e-05,0.04953344143842516,3.125000000020212e-05,0.10072866440808907,3.125000000020212e-05,3.125000000020212e-05,0.010146391658628493,3.125000000020212e-05,3.125000000020212e-05,0.06692171972297829,3.125000000020212e-05
1724351,6.985679357342409e-06,0.14420353207193123,0.036235062823735016,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,0.038779350578980576,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,0.02958813170642584,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,0.20407825484806094,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,6.985679357342409e-06,0.01535805203534251,6.985679357342409e-06,0.22188839366353857,0.309575823738977,6.985679357342409e-06
1733252,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,0.06184558127557449,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,0.0012670630520722089,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,0.23160375328222357,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,0.13342614237362949,2.466091245384864e-05,2.466091245384864e-05,0.01877581019785285,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,0.3263636699609869,2.466091245384864e-05,0.18240032672867296,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,2.466091245384864e-05,0.04328189480592567,2.466091245384864e-05
1733350,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,0.12658253155839908,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,0.29319314088964366,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,0.055692433723276466,2.980625931456043e-05,0.15672557831708517,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,2.980625931456043e-05,0.36646503384244034,2.980625931456043e-05
1734751,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,0.0009864432057443548,2.4420024420097654e-05,0.4861685387599236,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,0.005290500439976616,2.4420024420097654e-05,2.4420024420097654e-05,0.00123272917498804,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,0.4178577358114928,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,0.0873895715333905,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05,2.4420024420097654e-05
1738751,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.07721256489519294,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.2478705888521366,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.6155379819647911,0.0001086956521741064,0.0001086956521741064,0.054378864287870275,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064,0.0001086956521741064
1740350,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.059624205864591204,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.230869571793889,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.00020618556701071223,0.6998155006920164,0.00020618556701071223
