,0,1,2,3,4,5,6
1719250,0.20631149113588793,0.0006493578122502807,0.0006493577320315838,0.7516566528888508,0.0006517741108713458,0.0006512497057535146,0.039430116614354575
1719251,0.2362310429857828,0.0006644573302378411,0.0006644572665526146,0.4599856919262648,0.0006670516913118944,0.0006649296918306369,0.3011223691080194
1719252,0.417505899895092,0.00082577429842148,0.000825774180418145,0.40510788787381374,0.0008292215131420909,0.0008262021982497066,0.1740792400408627
1721352,0.32253637626246956,0.000223218735871943,0.0002232186843188117,0.00022398553068956993,0.6763458745878252,0.00022321823940161785,0.00022410795942322235
1724351,0.0853627199845812,4.9898973912216385e-05,4.9898959307447256e-05,0.17148091769273743,0.7234369000955664,4.991667125192444e-05,0.019569747622643522
1733252,0.00017687085692172467,0.00017615280936610536,0.00017615276966296477,0.847072484281987,0.05125041220695765,0.00017616244707912182,0.10097176462802548
1733350,0.00021386733654221694,0.0002129057671294326,0.00021290572332678754,0.7009196494177908,0.29801392900076695,0.0002129053295061172,0.00021383742493763386
1734751,0.38554277452033814,0.00017443117666268756,0.00017443114851191407,0.44130052852136564,0.0001751064383877535,0.00017464768081976414,0.1724580805139142
1738751,0.05119700750191787,0.0007764097909388689,0.0007764096494061015,0.3708268011511487,0.0007799686476698763,0.0007764084089136571,0.5748669948500051
1740350,0.0014798803586960174,0.001472776995169608,0.0014727767299105618,0.25457949066400026,0.42677933330654094,0.0014727744435225495,0.31274296750215996
1743150,0.033304499207952754,0.0001547763323655019,0.00015477631470396292,0.09687256748146818,0.8692032158571801,0.0001547762088855671,0.00015538859744392597
1744450,0.25129567180093215,0.0001596186030527592,0.00015961858362369371,0.2407484368524625,0.5073167421150901,0.0001596206889102117,0.00016029135592856764
1744452,0.06090297380946373,0.00024254466027650543,0.0002425446276011874,0.023773868154442972,0.9143519576873927,0.0002426269064513791,0.00024348415437153148
1745951,0.00010816080247869091,0.00010773796702078988,0.00010774408389555056,0.12331225458704927,0.8316749898004001,0.00010817010527537757,0.04458094265388034
1747550,0.00011532580290903856,0.00011483840459398355,0.00011483838760974083,0.9021926210709783,0.05839971916776959,0.00011490022236387711,0.03894775694377542
1749252,2.756135410767799e-05,2.7456988367799258e-05,2.7456985084930734e-05,0.9998349076138896,2.7565115235649925e-05,2.7495644691434335e-05,2.7556298622909043e-05
1749550,0.06303746785346005,0.00011293255067242148,0.0001129348837367377,0.0963642123385728,0.05699695328736337,0.00011307260332836337,0.7832624264828663
1749750,0.1818138667774298,0.00016160546129041374,0.00016160543400936707,0.22998487045479143,0.3680720434615442,0.0001616054352223813,0.21964440297571228
1749751,0.11348353176146365,8.721579177210485e-05,8.721577535931604e-05,0.36040388852531896,0.525763307734751,8.721638157881337e-05,8.762402975601593e-05
1749752,0.04864721872073274,9.252593791642123e-05,9.25259166797303e-05,0.13256920122146285,0.6368437460919125,9.252572844874552e-05,0.181662256382847
1750150,0.17384594154372762,5.3306449653023584e-05,5.3306431750555196e-05,0.582003425445355,0.01871138125976041,5.351545950072135e-05,0.22527912341025264
1751952,0.16959937575299489,0.00047619591327443996,0.00047619585039431015,0.000478004536094471,0.8280156560956418,0.00047619532291096295,0.0004783765286891956
1752551,0.2793028321883089,0.0005291131693889007,0.0005291130234631885,0.0005314162270818878,0.48964754823529755,0.0005291117917729931,0.2289308653646865
1754851,7.287091740086957e-05,7.25542989248081e-05,7.255428567232158e-05,0.686140034005984,0.29546664692095703,7.255416942310511e-05,0.018102785401637858
1757550,0.09421015150747486,0.0002225209856069705,0.00022252096192359314,0.6423198548879085,0.00022352656973839943,0.00022252076246672802,0.2625789043248808
1757750,0.05123684949323221,0.00018529100089801343,0.0001852909676386149,0.0001859393589478827,0.08007674228334154,0.00018529067869321871,0.8679445962172485
1757752,0.08796024127743106,0.0002700557483468999,0.000270055697151128,0.0002709874501733179,0.08315882594418127,0.0002706985048285769,0.8277991353778877
1758052,0.5308438115033556,0.0006868234567562064,0.0006868233377968552,0.0006896176524358106,0.35197190695382446,0.0006868223006162639,0.11443419479521469
1760452,0.0002806493380688396,0.00027957062935644243,0.0002795705515215414,0.1596332139144844,0.12057066605713063,0.0002795698684797456,0.7186767596409585
1760752,6.486015771383926e-05,6.458376838651403e-05,6.460231222416384e-05,0.12360394018974498,0.8731331097906941,6.496411337203193e-05,0.003003939667864378
1761250,0.07518307726418108,0.00012273181078972488,0.00012273178407626849,0.5411624442620134,0.3831627606307936,0.00012297745003477277,0.00012327679811131103
1761251,0.20433914546980833,8.695077578574989e-05,8.695075499127241e-05,0.45021429858085765,0.34509832819113784,8.699049860911552e-05,8.733572880999944e-05
1761252,0.2999668478983976,0.00010897097637135454,0.0001089709427535331,0.4600745000790689,0.14095825337000695,0.00010935492670222369,0.09867310180669923
1761450,3.1916423583967866e-05,3.178215749990312e-05,3.179403511807267e-05,0.7654452412846566,0.12199725124201513,3.1790020974878985e-05,0.11243022483615134
1766250,0.00026630726380194093,0.00026504752385880516,0.0002650474524016459,0.00026602423469153857,0.00026624224768829574,0.00026504680234921144,0.9984062844752086
1768250,0.09824693575696024,0.0002951639604990539,0.0002951639077839244,0.8532423935576205,0.0002962675414432435,0.0002953356229906496,0.04732873965270233
1768452,0.7808608706162724,0.001322763691730187,0.0013227635501604925,0.12753377434278848,0.0013279650979291242,0.0013227627154066056,0.08630909998571251
1768850,0.0002724798387038429,0.0002715954730186652,0.0002715954273653175,0.00027254523595687254,0.00027276033667322867,0.00027159504057140904,0.9983674286477108
1768851,0.00025334062670565364,0.00025239990780313024,0.0002523998832299217,0.0002532419018853834,0.0002535323351758602,0.00025239969403570775,0.9984826856511644
1768852,0.00017060396642679598,0.0001700703195044024,0.00017007029295925357,0.00017051139011419955,0.0001708106351449715,0.0001700760214009423,0.9989778573744496
1772950,0.21591023224504333,0.00011521088029809889,0.00011521085093125012,0.10060089940321082,0.00011569323468215125,0.00011532274928268115,0.6830274306365518
1772951,0.13730286891641671,6.67258031420101e-05,6.67257880042072e-05,0.27739649753652756,0.01807428062451662,6.681580416052073e-05,0.5670260855272323
1774752,0.009269612012404898,8.2246246741346e-05,8.22462206951389e-05,0.14371537681946567,8.253157649165166e-05,8.224726964487713e-05,0.8466857398545564
1775851,0.00014256920424605,0.0001420096736160198,0.00014200962109008153,0.7930718283941528,0.011097437767939557,0.0001420505039925604,0.19526209483496285
1778050,0.10537250561033636,0.0002823338688412384,0.00028233378224801144,0.2901550026633018,0.6033420663625549,0.00028233306029418334,0.0002834246524233971
1778051,0.0002558914400973755,0.00025465171566851354,0.0002546516646983445,0.1327050939243223,0.017908413425597566,0.000254672956358491,0.8483666248732573
1778052,0.07601049696719399,0.00010053495037696546,0.00010053492604476837,0.13673483396455305,0.00010096223402730409,0.0001005368739527314,0.7868521000838511
1778750,2.9989880494149668e-05,2.9886813719848794e-05,2.9886809347969454e-05,2.9992222395973463e-05,0.9507584802253546,2.988690397782951e-05,0.049091877144709556
1779352,0.7722652976704973,4.9024808163353625e-05,4.90248037466774e-05,4.9212066709335615e-05,0.22748917469590557,4.902476535715702e-05,4.924118962044343e-05
1783350,0.00039738361588512324,3.298555679589535e-05,3.298762467980396e-05,0.5509330098120538,0.18943996727636467,3.3006380080085354e-05,0.25913065973414057
1796351,0.0912872923197522,0.00011100178096407333,0.00011100176167058029,0.00011136129973528266,0.8888657021898808,0.00011100307812559122,0.019402637569871355
3779550,0.20451596590359014,0.000323948345968041,0.00032394823910255363,0.3940524325349288,0.3245467954211194,0.00032609857149139905,0.07591081098379969
3780252,0.1046057519032826,0.00022748420906495894,0.00022748415487273485,0.7724336886751572,0.028005298665846612,0.00022752450187453198,0.09427276788990135
3780951,0.0032840403135873863,0.00010307341298572448,0.00010307339120736198,0.10686473839645111,0.8894384014948173,0.00010316458079629386,0.00010350841015490666
3784051,0.4378559897962843,0.00031676138441071917,0.00031676132720447823,0.13260114406446458,0.0986102163132362,0.00031676085333213984,0.3299823662610674
3786251,0.2241901510224652,0.00015961925453150173,0.00015961922756898346,0.00016035566855068,0.00016025407365791145,0.00015961899280253432,0.7750103817604233
3786252,0.35373998946390484,0.00028066764791087953,0.00028066758668260795,0.00028183675704003395,0.0002819381681836378,0.0002806670541998805,0.6448542333220781
3789850,0.0012271939969024498,0.001221019181394046,0.001221018976810556,0.3377707724014235,0.0012247826351630725,0.0012210171570265211,0.6561141956512799
3789851,0.00013896453898988608,0.00013829577728721672,0.00013829575053431704,0.4482570857290398,0.00013880838764388455,0.000138295704913609,0.5510502541115913
3789852,0.0004020664955508883,0.00040016673094017344,0.0004001666549381581,0.6700512221559973,0.00040160369465230415,0.00040016598357953955,0.3279446082843416
3789952,0.2779410539521508,0.00029036757140286424,0.00029036748424788835,0.027669764170784372,0.378460764873278,0.0002903667776150282,0.31505731517052105
3791350,0.11769100371625398,0.00015344875462079062,0.00015344871016372626,0.3681795655047409,0.00015408963923418736,0.0001534483191952614,0.513514995355791
3791750,0.037237932096875946,0.0008116967163457036,0.0008116966238740031,0.4521607529359724,0.10067328061906688,0.0008116957703117948,0.4074929452375533
3792351,0.001913546554932711,0.0019047961994895256,0.0019047958022002057,0.9885465260670895,0.0019128975659146474,0.0019047923291958162,0.0019126454811775877
3792650,0.028945417571431174,0.00010025182927665769,0.00010025182450573615,0.18104590907271123,0.2607551813877029,0.00010025261784144293,0.528952735696531
3794552,0.00043060699675412356,0.0004290078620760577,0.00042900777602657776,0.9374071175256382,0.0004306379844533017,0.000429122814357206,0.060444499040694454
3794750,0.23209967172058582,0.00022967944895176795,0.00022967938431499885,0.5750443894805285,0.19193617877115193,0.00022967881963385545,0.00023072237483315634
3796150,0.020397320632150343,0.00027526205463012233,0.0002752619726918722,0.9782238662573922,0.00027649314975195487,0.00027526398226077547,0.00027653195112254254
3799252,0.0007753015540329156,0.0007722233423474688,0.0007722230808083829,0.15918801495707474,0.0007745848047819607,0.0007722208000211025,0.8369454314609335
3875651,0.35592074561468207,0.0005012574863609855,0.0005012574362120411,0.4260176395183682,0.0005033767591478978,0.0005012581343899643,0.2160544650508387
3878550,0.08793383272190128,0.0004960469170096909,0.0004960467419040015,0.6973650026946998,0.2127146036278512,0.0004960901772409879,0.0004983771193931759
