,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
S24_2013_11488901,0.2661036844875054,0.00013661249186943894,0.0001366121415722176,0.00013661230418573377,0.00013661215209760948,0.00013661235133445986,0.000136612285321836,0.00013661232585527593,0.0001366123865922494,0.7321203557618273,0.000136612227408386,0.00013661220400886583,0.00013661229365948398,0.00013661227153955632,0.00013661231522218162
S24_2013_11528434,0.0001481485245071931,0.10208419854144891,0.0001481483452115818,0.0001481485656206483,0.0001481482972354914,0.00014814846216365104,0.00014814847057477434,0.00014814850861088173,0.7289027813222646,0.00014814865743483652,0.0001481484594458402,0.00014814862593538584,0.019001194873927176,0.14684393505527485,0.0016864052903441374
S24_2013_11778856,0.00021715578805368821,0.000217155731392807,0.00021715545074415683,0.00021715562778184703,0.0002171555674121028,0.00021715598405805376,0.0002171555833916271,0.0002171557570768766,0.3827239386789995,0.00021715577996675353,0.0849361299674206,0.0002171554822981724,0.3291330428319621,0.00021715569262208774,0.20081817607681976
S24_2013_11887877,0.0002594038628413906,0.5576077713766615,0.00025940360245618727,0.0002594039707248468,0.0002594037519562877,0.00025940454659758905,0.03732567688905875,0.0002594040858380436,0.00025940397081649735,0.00025940406303817535,0.0002594038884092956,0.0002594036220600005,0.23658674317176465,0.09567274106855038,0.07021302812922642
S24_2013_11902465,0.0002469141737578042,0.19591636519526182,0.0002469138375319019,0.00024691432305495414,0.5307193101221821,0.0002469140430480225,0.0002469143689844125,0.0002469143637907559,0.00024691416477716965,0.27040135490260336,0.0002469143263601319,0.0002469139237983929,0.00024691401780588414,0.0002469140639709873,0.0002469141730723273
S24_2013_11882591,0.00030581109331969444,0.0003058110596833704,0.000305810775639291,0.00030581084188427486,0.000305810684894365,0.0003058107924079661,0.0003058109464048559,0.00030581099844737095,0.00030581110077044035,0.0003058110553534481,0.0003058111960644764,0.0003058106412160407,0.00030581126600534396,0.00030581104751023383,0.9957186465003988
S24_2013_11929305,0.09465277465778008,0.00015873063037178588,0.00015873034978459101,0.00015873047659596424,0.0001587303287042286,0.00015873066787077672,0.0001587306087768405,0.0001587305682879744,0.42418848464119824,0.00015873065130176853,0.13403976369749104,0.00015873043472715967,0.00015873056983449263,0.00015873049723345698,0.3453729412200417
S24_2013_11226423,0.00012554968776275937,0.00012554959776067798,0.00012554942692695757,0.0282157491446545,0.9597151490296957,0.00012554946238554668,0.00012554963932825562,0.00012554955133499933,0.00012554949169442798,0.00012554948915401542,0.00012554951431782707,0.00012554942362693643,0.00012554949182020633,0.00012554957766338195,0.0105625074718737
S24_2013_11563099,0.08491228698610989,0.00018115997143434737,0.036595426927984495,0.0001811597319586818,0.00018115968115074853,0.02388987025009596,0.06672756974364204,0.37144072079311036,0.026799253194932225,0.00018115983474356368,0.00018115976529277096,0.00018115985841466765,0.00018115990784776936,0.00018115983517431113,0.38818559351810816
S24_2013_11546506,0.0002645509730104744,0.0002645506746026515,0.078515683154314,0.00026455070789998733,0.00026455054467351344,0.0002645508811180736,0.0002645506961914448,0.0002645507071309724,0.6180478370609893,0.00026455105817122784,0.000264550815380022,0.00026455050081350477,0.0002645508501003384,0.00026455071950227125,0.3002618706561022
S24_2013_11913335,0.00014005632555121863,0.00014005633404174492,0.00014005639288973236,0.23319234042645198,0.00014005622537969877,0.00014005639495048367,0.2303205640304728,0.0001400564331657166,0.06844333317257384,0.0001400565651565191,0.00014005639598442884,0.00014005711861509907,0.00014005633560466995,0.46650314134799686,0.00014005650116517859
S24_2013_11439371,0.06332838105712134,0.00023391877974800372,0.0002339187200108146,0.00023391867941604245,0.0002339185284883542,0.6956745120230615,0.00023391899169683157,0.061328562989625225,0.00023391887689006347,0.05462201082884063,0.12270734528487244,0.00023391871935556034,0.00023391895554591757,0.00023391882991832268,0.0002339187354090886
S24_2013_11510177,0.022355134571249633,0.0002389490934029845,0.00023894906188025552,0.00023894947204329667,0.15404022393705777,0.08998006033955262,0.01001240874427499,0.031311179891471835,0.0002389492827459864,0.0002389492456862126,0.00023894910945415276,0.00023894900503885526,0.00023894920312563596,0.0002389489569156258,0.6901504500861001
S24_2013_11825951,0.00015576363343313817,0.5335839121158845,0.00015576337044786954,0.0001557635528476644,0.00015576338150647691,0.21369400657648088,0.00015576368500936762,0.0001557635846163707,0.00015576358833361005,0.00015576358566942925,0.00015576359725857667,0.0001557636561676599,0.00015576359431382394,0.2508529183793942,0.0001557636986365865
S24_2013_11202845,0.00013860043022061037,0.024335100405211488,0.00013860036770730098,0.05523351726731881,0.00013860026311131245,0.0001386003284216703,0.00013860056388994413,0.0001386005792062672,0.0001386004813380857,0.0001386003819755074,0.0001386004343753833,0.00013860043368893417,0.918768177106062,0.00013860052157108359,0.00013860043590168482
S24_2013_11780806,0.2986637267667626,0.00022988550272534482,0.00022988568889736256,0.0002298856679729953,0.017440602658079576,0.13128169415875565,0.00022988554975398727,0.00022988563088655015,0.00022988569804756876,0.00022988575247670205,0.00022988564586303234,0.00022988547076011943,0.11900412817215811,0.0002298854985145726,0.43131099213834595
S24_2013_11787114,0.08481888022628552,0.0002743490665355039,0.00027434942953438366,0.0002743489287350713,0.006392581316861257,0.02257983356738868,0.0002743489171188264,0.04132176959839617,0.00027434938835301165,0.7718627760964419,0.00027434900009018747,0.00027434871925415254,0.07055501761827299,0.00027434897569995784,0.0002743491510323844
S24_2013_11154896,0.028287862920588925,9.620034781655959e-05,9.620028555051392e-05,0.05166157268462159,9.620026296384613e-05,9.620031666207682e-05,9.620036076611791e-05,0.09934282680137217,9.620033189371057e-05,0.72058706290728,0.019984255972542712,9.620028164127577e-05,0.047991099844098044,9.620032933176074e-05,0.03137571635287072
S24_2013_11415029,0.00022075106226716713,0.0002207513109405325,0.00022075074329278602,0.00022075097234434436,0.00022075093414127177,0.00996560589095598,0.00022075113865326575,0.00022075128384070158,0.13894387619430573,0.3042669991157534,0.0002207510804689674,0.00022075075188739233,0.5443952570995936,0.00022075127305927524,0.00022075114849560144
S24_2013_11395792,0.00017636728585337428,0.00017636735031511042,0.47370049789634616,0.061049051038620655,0.0001763671064154358,0.00017636721188527566,0.00017636732967529214,0.261129552057399,0.00017636719553911688,0.00017636719301855988,0.00017636722707241377,0.06009267908640428,0.00017636740366129645,0.05542690373401129,0.08701401088378266
S24_2013_11873542,0.04319497052010476,0.0001787314006737687,0.003462575505851318,0.000178731365019943,0.00017873117531973473,0.00017873143696065124,0.00017873153761156495,0.1366050472697979,0.00017873135668265637,0.00017873134570487765,0.7577633950400682,0.00017873125308927383,0.00017873135092507321,0.00017873158905012195,0.057186697853140005
S24_2013_11608412,0.00019267864243113032,0.00019267870046639065,0.0001926784333819038,0.00019267864356878377,0.00019267839072148807,0.00019267881833871206,0.0001926787214101686,0.19638124918319988,0.04411678854138403,0.00019267862865514636,0.5476135564289359,0.01424332757768506,0.16191664015264456,0.0001926787298906993,0.033994330407286055
S24_2013_11662755,0.00017050325913955787,0.00017050343792362113,0.012539780887355337,0.31532431898972996,0.2276944294723005,0.02079684606180185,0.00017050341459869548,0.00017050336478625355,0.38433270548486065,0.00017050348967422572,0.00017050322694573314,0.00017050355969765564,0.037777388798212685,0.00017050331190139725,0.00017050324107187927
S24_2013_11441983,0.00011261284224459447,0.00011261282455124485,0.00011261275281472898,0.00011261282344045483,0.00011261279389620138,0.0001126128098722406,0.00011261283161489779,0.20314319765707217,0.0001126128680310042,0.00011261283404964409,0.7953928357569594,0.00011261273769342845,0.00011261282110933052,0.00011261280906378018,0.0001126128375870026
S24_2013_11866265,0.00016625133761693914,0.00016625127860633664,0.00016625149772546833,0.00016625136469197323,0.0001662513711768829,0.0001662515275551108,0.03503112184528477,0.18519090922728312,0.04855171437275709,0.00016625139021941677,0.00016625133663469976,0.00016625146480600065,0.05597297550258106,0.00016625134140084357,0.6735907651416603
S24_2013_11571767,0.00015151571222039308,0.00015151546494675703,0.00015151532216682402,0.00015151544586992195,0.00015151541391088404,0.00015151550882639832,0.00015151545803964543,0.5658277482002069,0.0001515155019306636,0.0001515154488006127,0.19646451705296258,0.00015151530078530702,0.00015151554703291112,0.0001515154323184092,0.23588954918998195
S24_2013_4069509,0.024304704659144895,0.00022988543455604524,0.00022988531568102422,0.0002298855481426947,0.00022988545409222979,0.00022988553600564377,0.00022988561117935535,0.0002298855965526156,0.00022988591328362365,0.9727067829282717,0.0002298856842364824,0.00022988525107028838,0.00022988576297630636,0.00022988565598739154,0.00022988564881980405
S24_2013_11360755,0.00019157127152993477,0.1896597968888575,0.10566721239182274,0.00019157135797912548,0.00019157104613729448,0.11616886632408095,0.0001915713709879462,0.00019157132244422293,0.00019157129684562872,0.00019157137566659172,0.0001915712720575752,0.26035739610932657,0.000191571418164058,0.3262310152982512,0.0001915712558486554
S24_2013_11286801,0.00022831109368424312,0.00022831090656886077,0.00022831078467330028,0.03911582891940911,0.03447003686732169,0.27627097816326524,0.040833586764929826,0.039818386605780916,0.00022831117281139763,0.00022831104963262763,0.00022831083743335355,0.0002283107794015015,0.0002283111451953293,0.0002283114652632157,0.5674363834446294
S24_2013_11290007,0.026714299415195958,0.44149867777794344,0.00011318640820469112,0.00011318638343920104,0.00011318635987115905,0.00011318651420859626,0.00011318645973255098,0.06690914903755191,0.06450249424058833,0.00011318646108567306,0.00011318659359718383,0.00011318635603320895,0.39924351491898163,0.00011318646487303272,0.00011318660869338993
S24_2013_11656335,0.0001070092915997376,0.00010700922736772123,0.00010700943881022113,0.00010700925966831256,0.00010700925043528024,0.00010700929487751193,0.30106803849805414,0.11592579546116205,0.00010700931620452517,0.581722054155291,0.00010700923935914636,0.00010700965310628034,0.00010700935135075527,0.0001070092395542601,0.00010700932315923576
S24_2013_11402957,0.00010303984988772315,0.10433575311505022,0.00010303978511411845,0.45375716059421234,0.00010303976002302242,0.4348816898664132,0.0001030399605834188,0.00010303989866320558,0.0001030398889485408,0.00010303984876904191,0.00010303987317028782,0.00010303979320003304,0.00010303989233523033,0.005891957980082051,0.00010303989354761432
S24_2013_11326255,0.1429197738043047,0.4094533277621876,0.00022522548106106995,0.00022522588788066795,0.00022522571309748025,0.0002252257938226913,0.00022522589037753425,0.06350507202584302,0.00022522587647477474,0.12986638113182672,0.00022522575604399823,0.00022522543034991118,0.25200318783215553,0.00022522575652933043,0.00022522585804481336
S24_2013_11015127,0.00029239845233228163,0.000292398320046357,0.0002923979540361382,0.00029239818271431956,0.0002923979740841511,0.000292398326730689,0.00029239811455291753,0.0002923983106125753,0.1254506067473357,0.0002923982320080315,0.00029239817951082404,0.00029239799596963024,0.00029239851163593243,0.0002923981834289904,0.8707482165150014
S24_2013_11575808,0.006257165323057648,0.00018264878642318145,0.016328698416630334,0.0001826487284201525,0.0001826486962580203,0.03446606144501892,0.00018264885542056366,0.00018264880502629673,0.38533221606298174,0.00018264890838334323,0.0001826489042310473,0.0001826487867466969,0.0001826488523581284,0.0001826487244513111,0.5557893707045926
S24_2013_11737324,0.057613198464687286,0.00019900538965118576,0.00019900512861442104,0.00019900526666899682,0.00019900525963881672,0.0001990055047504616,0.00019900536129939783,0.000199005618231665,0.00019900562813135345,0.7794730331579419,0.00019900524669521936,0.00019900538264824649,0.00019900542188488435,0.000199005356645626,0.16052570381251052
S24_2013_11297631,0.262252978500571,0.023454020918793766,0.00015467923660039776,0.00015467932845692026,0.0001546792876536894,0.00015467937097826808,0.00015467951691403413,0.00015467944128091593,0.00015467947633474236,0.00015467940986253116,0.03826581003680363,0.000154679265493325,0.00015467950267430332,0.00015467938781825314,0.6743257173197642
S24_2013_11884807,0.00010131739713655845,0.04362039001356197,0.00010131726669766461,0.00010131739898626032,0.0076762623643342395,0.49393173178625005,0.2865177516444863,0.06486345599406576,0.00010131742128799205,0.09302108782611182,0.0001013173997036338,0.00010131727267817486,0.00010131742295204567,0.0001013173743035673,0.009558781417444163
S24_2013_11295877,0.00020387407809145758,0.16870700675717068,0.00020387378306364925,0.0002038740120621122,0.3744753581390126,0.0002038742039822152,0.00020387420907787239,0.026962702515405227,0.00020387426697355103,0.35302178394059963,0.00020387395352276222,0.00020387383929321533,0.00020387407181826856,0.00020387402358050267,0.07479440820634635
S24_2013_11783821,9.847383546630111e-05,0.06340237142217858,9.847385953337715e-05,0.023213170089804596,9.847379046091454e-05,0.01714882917071515,0.2233349379603461,0.047227809205197056,0.29982071899428814,9.847388825806911e-05,9.847385263991395e-05,9.847389919204331e-05,9.847391423332208e-05,0.3250643721950162,9.847392267022373e-05
S24_2013_8277275,0.0002989539628261083,0.0002989540327480458,0.00029895406521642247,0.00029895421019937937,0.01608084646407646,0.3405876366375804,0.639744066127909,0.0002989545593414902,0.0002989543750171987,0.0002989539848960495,0.0002989547207379755,0.0002989539982880033,0.0002989539990803437,0.0002989543452539771,0.0002989545168291049
S24_2013_11595043,0.03015862786797616,0.00017361145025624763,0.00017361127176182434,0.00017361176376234184,0.00017361138176720525,0.00017361145531401222,0.00017361136178050874,0.0001736116529992067,0.00017361167156881692,0.00017361157268975838,0.00017361158008220788,0.00017361127547173305,0.6380776331183488,0.00017361137794658953,0.32968040119827463
S24_2013_11951692,0.00017452046517695756,0.00017452060423013612,0.25580911680255664,0.33044694258246676,0.0001745202821413136,0.0001745205343118711,0.00017452056891839216,0.00017452056439719728,0.0001745205442815301,0.00017452044519581717,0.02067022776737816,0.08549773102940043,0.0001745204668999012,0.1462132567712423,0.15979204057140267
S24_2013_10547763,0.030616676221349948,0.6722390859527583,0.00011926083674059616,0.0001192608641523563,0.00011926094441291334,0.00011926081512702018,0.00011926091459366248,0.18418459346457908,0.05552617358459683,0.0001192609051507365,0.00011926088918117017,0.00011926090823319187,0.00011926088716700744,0.00011926086456825617,0.056240861947389024
S24_2013_11385582,0.00011799442874319368,0.04123775431886668,0.00011799421262323402,0.00011799432187380583,0.00011799421156255649,0.00011799432399754713,0.00011799453179973429,0.19020007600258182,0.00011799438507200335,0.007089306984732299,0.3027571375049319,0.00011799420499142016,0.00011799438859766649,0.0001179943254637605,0.4575357818541625
S24_2013_11563383,0.00016835049639034875,0.19613763359888164,0.07499189714842316,0.510042979276239,0.0001683505810996263,0.00016835067246769814,0.10811257146051423,0.00016835055445581893,0.0001683505999316734,0.00837417530569193,0.00016835051413222909,0.00016835047028980528,0.029827481938712135,0.0001683505690425882,0.07116645681372794
S24_2013_11406564,0.00012484399362908203,0.00012484396775181965,0.00012484397153758153,0.00012484402353875787,0.00012484396564820576,0.00012484397003710687,0.00012484395709583216,0.00012484397049701313,0.00012484413676102293,0.00012484402766207094,0.0001248439622778268,0.0001248439586226906,0.00012484398893261708,0.00012484396787421277,0.9982521841381342
S24_2013_11589052,0.27289263112105794,0.0002406744048930508,0.00024067414047480677,0.08190498300712869,0.00024067414843854915,0.17234354376440889,0.00024067437204258377,0.47021142439989394,0.000240674433251151,0.00024067444906720055,0.00024067445324438196,0.00024067416527679615,0.00024067436807751147,0.00024067434608358076,0.00024067442666095743
S24_2013_11395528,0.00015325703669363783,0.35581305034144456,0.00015325689025767343,0.03514669606539946,0.000153256902669669,0.0001532570880421266,0.0440962241710442,0.0001532571377128807,0.06400682730743941,0.05378720301412156,0.016465320003088528,0.00015325692322570636,0.3485014645127502,0.06713347027828782,0.014130202327822508
S24_2013_11601126,0.0002339187195454404,0.0002339189020058733,0.00023391837308682132,0.05699574102581365,0.00023391867162312965,0.14332024640664584,0.00023391885017039595,0.051574493621126774,0.00023391870813434067,0.029190146023547105,0.00023391867967238712,0.00023391873253931572,0.17654190071612857,0.11119682647082776,0.4293092960991325
S24_2013_11645688,0.00016708484248440785,0.00016708480799630033,0.0001670853921578511,0.031061127669474272,0.004674265928647217,0.03835776245022484,0.0001670847127475377,0.00016708469512401113,0.008156037926661908,0.7933095897584043,0.00016708469122257523,0.00016708459040920648,0.12293745311001754,0.0001670846797984936,0.0001670847446294542
S24_2013_11867877,0.00019723915461208682,0.000197239078798071,0.00019723885567209947,0.00019723912556406545,0.0001972389049529171,0.0001972392911893607,0.00019723902107830844,0.0001972391526756268,0.0001972391046976121,0.00019723912160250244,0.00019723910872374644,0.00019723882982504545,0.00019723912638177694,0.00019723925668436296,0.9972386528675424
S24_2013_11212760,0.00020080368989829257,0.0002008037276830766,0.0002008034872091088,0.0002008037386158851,0.02804797234392163,0.00020080361899967004,0.00020080363293285196,0.00020080383068697352,0.0002008036947068833,0.8796988813844936,0.0002008035724416839,0.0002008034581645556,0.0002008037593853749,0.00020080376793820515,0.08984350229292222
S24_2013_11933058,0.000192678820973366,0.09682419584785251,0.00019267849935342623,0.00019267866834916583,0.00019267859188250067,0.36008090960048805,0.05178393132974834,0.021394368137629446,0.000192678689703661,0.0001926787802514864,0.0001926786398998442,0.0001926784894413449,0.19591300710267107,0.0001926786381060106,0.2722694801636498
